spike_times,spike_clusters,cluster_group,aligned_spike_times
0,9,good,655.980083387049
0,6,good,655.9922089111403
0,8,good,655.9970483294459
0,9,good,656.0402065265367
0,9,good,656.0452582612456
0,8,good,656.0517508831925
0,7,good,656.0653513303755
0,6,good,656.0737222091088
0,7,good,656.1246559378736
0,6,good,656.1441644112742
0,6,good,656.1678256017576
0,7,good,656.1970208575198
0,6,good,656.1972559782988
0,7,good,656.2133441049367
0,8,good,656.2917724810782
0,8,good,656.3005001435998
0,8,good,656.3388797838209
0,6,good,656.3578030877234
0,6,good,656.3715994451493
0,8,good,656.3747036898874
0,9,good,656.4082666128076
0,6,good,656.4264060023222
0,8,good,656.4540593273523
0,9,good,656.4663047291318
0,6,good,656.4844828061059
0,9,good,656.5519961722979
0,9,good,656.7107027551159
0,9,good,656.8574285089061
0,7,good,656.888726477288
0,8,good,656.9007283561646
0,8,good,656.9098537930929
0,7,good,656.9303615894966
0,6,good,657.02677694027
0,6,good,657.0379448058376
0,9,good,657.0988892153548
0,6,good,657.189553325735
0,6,good,657.2308764302854
0,9,good,657.2508727773949
0,7,good,2888.8681199565694
0,8,good,2889.4220590326086
0,8,good,2889.4429461669656
0,6,good,2889.4770459052907
0,6,good,2889.538197193146
0,7,good,2889.5779934219604
0,8,good,2889.640246396498
0,8,good,2889.722735411507
0,7,good,2889.733124643998
0,8,good,2889.7618210062406
0,8,good,2889.809087646167
0,8,good,2889.8189969716414
0,6,good,2889.8221698703246
0,7,good,2889.86119132728
0,8,good,2889.8675195397423
0,7,good,2889.9059562282087
0,7,good,2889.9208884864506
0,7,good,2889.9398065795704
0,6,good,2889.9849079292408
0,9,good,2889.988791997276
0,6,good,2890.010271982923
0,6,good,2890.010532373863
0,7,good,2890.014754015533
0,8,good,2890.0173745161896
0,7,good,2890.0356189850986
0,9,good,2890.044700855761
0,8,good,2890.048259180645
0,9,good,2890.057521691563
0,7,good,2890.0799280024216
0,6,good,2890.080158597831
0,9,good,2890.10422191924
0,8,good,2890.1468996198914
0,6,good,2890.167185609365
0,7,good,2890.16763960738
0,7,good,2890.1974736458064
0,8,good,2890.2231808919223
0,8,good,2890.2528990920937
0,7,good,2890.265000932132
0,8,good,2890.272151491622
0,9,good,2890.2855696803917
0,7,good,2890.3066884355853
0,9,good,2890.3180080859984
0,6,good,2890.326872853607
0,6,good,2890.3469710351383
0,7,good,2890.3684484870905
0,6,good,2890.3685475624548
0,8,good,2890.448112566666
0,7,good,2890.4613793405965
0,9,good,2890.516507822159
0,8,good,2890.556831370699
0,6,good,2890.6449454057665
0,9,good,2890.714303859622
0,6,good,2890.7302060168035
0,8,good,2890.747510423242
0,6,good,2890.8576022195457
0,4,good,4.627362577210635
0,1,good,4.753921944703338
0,0,good,4.782405665750294
0,1,good,4.822142755407208
0,0,good,4.828636830390242
0,1,good,4.829270312814607
0,0,good,4.832332794960875
0,4,good,4.868406820669106
0,2,good,4.877674324806412
0,3,good,4.885354798609225
0,1,good,4.8882564159599315
0,2,good,4.893971160240059
0,4,good,4.894144755532054
0,3,good,4.894529715251175
0,0,good,4.895362344565701
0,4,good,4.89790239380787
0,3,good,4.899639654037987
0,4,good,4.900783635661388
0,2,good,4.901050908643311
0,2,good,4.907057022006935
0,1,good,4.916210236456167
0,0,good,4.9205900482025955
0,1,good,4.926487196808987
0,0,good,4.927691644167791
0,0,good,4.933220158144451
0,0,good,4.934313027113628
0,1,good,4.938511588986447
0,0,good,4.940859449351948
0,2,good,4.941081057167296
0,3,good,4.942539619420566
0,0,good,4.9437125041565375
0,0,good,4.944369159965788
0,2,good,4.945385639065424
0,0,good,4.948411798760506
0,3,good,4.94969055513869
0,3,good,4.952392736583463
0,2,good,4.953394985767289
0,0,good,4.954817597052768
0,4,good,4.957960350922402
0,3,good,4.962124151176434
0,2,good,4.962493800398328
0,1,good,4.964904402624472
0,2,good,4.968673992020081
0,4,good,4.968932925789287
0,2,good,4.969596725645586
0,0,good,4.969739770743078
0,2,good,4.973119294994182
0,2,good,4.976975165925003
0,3,good,4.978059279809671
0,2,good,4.980763588934323
0,2,good,4.981104997319692
0,3,good,4.982321411396363
0,3,good,4.982416297193183
0,4,good,4.984682068179214
0,4,good,4.992496124364226
0,3,good,4.994771713073854
0,4,good,5.000640229027981
0,2,good,5.00799203517842
0,2,good,5.011202310908045
0,2,good,5.013643423635396
0,1,good,5.029688033487642
0,2,good,5.030952080746343
0,4,good,5.036950039111219
0,2,good,5.037013012234479
0,2,good,5.037894144682235
0,3,good,5.049192182100144
0,0,good,5.05113090610102
0,1,good,5.053109502411254
0,2,good,5.0585590780363665
0,0,good,5.058762446870785
0,3,good,5.064918199944262
0,1,good,5.066491807532231
0,3,good,5.069946749387126
0,3,good,5.074499347636578
0,4,good,5.075116171031918
0,3,good,5.0790820633070695
0,0,good,5.079103596647189
0,2,good,5.0959984444743975
0,2,good,5.096815664901398
0,1,good,5.096930962957376
0,2,good,5.099483412913301
0,2,good,5.101063741515491
0,3,good,5.1011773445249675
0,1,good,5.109211540979703
0,0,good,5.109237466884253
0,0,good,5.111247135365644
0,2,good,5.113267706375351
0,4,good,5.118575522236933
0,0,good,5.121549173445835
0,3,good,5.123580269677657
0,4,good,5.1285445071064295
0,1,good,5.13089633740753
0,1,good,5.131154615937233
0,2,good,5.132630010563562
0,2,good,5.137795227528606
0,3,good,5.138704453362801
0,2,good,5.144147943030846
0,1,good,5.144266665154212
0,3,good,5.1571219462737155
0,4,good,5.159444518494699
0,3,good,5.160052802037861
0,2,good,5.1628154822154295
0,2,good,5.175057674400887
0,0,good,5.183989533709821
0,3,good,5.186552513470021
0,4,good,5.189338889759042
0,2,good,5.1930757582262075
0,0,good,5.195907166962379
0,2,good,5.196262358501837
0,2,good,5.205281599987716
0,0,good,5.2074848130520275
0,1,good,5.220806972739967
0,3,good,5.22380421219244
0,4,good,5.225958765034735
0,1,good,5.226209700515491
0,1,good,5.232199879528837
0,4,good,5.242427509495175
0,2,good,5.246676275003755
0,4,good,5.2708364227094275
0,2,good,5.295207625071461
0,1,good,5.298839918006705
0,4,good,5.304745224090591
0,1,good,5.313612591904795
0,3,good,5.321553116527224
0,3,good,5.3254425429568375
0,4,good,5.331365086019714
0,2,good,5.344784089663799
0,2,good,8.396196343088127
0,0,good,8.409238463895079
0,3,good,8.433976555234555
0,2,good,8.435026586725103
0,3,good,8.440327660494988
0,3,good,8.507163634571487
0,0,good,8.535035940836416
0,0,good,8.545356557098748
0,1,good,8.546483221395567
0,1,good,8.559259871076614
0,0,good,8.56193824328278
0,0,good,8.586199415817672
0,2,good,8.588429302860966
0,4,good,8.604161473487215
0,1,good,8.652439049041588
0,0,good,8.681922562662352
0,4,good,12.868617159408839
0,1,good,12.874908979381612
0,3,good,12.888919688545174
0,4,good,12.937135007340233
0,3,good,12.939344533559439
0,1,good,12.951983015100508
0,2,good,12.952697531753008
0,2,good,12.953330039717605
0,2,good,12.959533888434555
0,1,good,12.991687586811063
0,4,good,12.99417619827018
0,2,good,13.001316503229287
0,0,good,13.010682162857709
0,4,good,13.011677151191575
0,0,good,13.014447904926318
0,4,good,13.017495115262887
0,3,good,13.020601248247884
0,4,good,13.029668123313371
0,3,good,13.036460683401945
0,0,good,13.037199675803716
0,1,good,13.040280569763512
0,2,good,13.048724955728353
0,2,good,13.055307917147049
0,0,good,13.07625395266546
0,2,good,13.07841965504746
0,4,good,13.079794135287026
0,4,good,13.104766430739772
0,0,good,13.126686126765463
0,4,good,13.127425053808974
0,3,good,13.128103038328375
0,4,good,13.146129967498494
0,2,good,13.148932683343121
0,1,good,13.152786452645087
0,3,good,13.160242456999823
0,1,good,13.176557696398106
0,2,good,13.18491067223198
0,2,good,13.201752360965916
0,3,good,13.211123366447945
0,0,good,13.238331277035979
0,4,good,13.245826565671507
0,0,good,13.252410810513599
0,0,good,13.259289811005454
0,0,good,13.300613707881023
0,2,good,13.31599446698285
0,3,good,13.323329968547837
0,2,good,13.343867544770063
0,0,good,13.345685512031803
0,2,good,13.353955221236616
0,2,good,13.356384769676499
0,0,good,13.35698780108702
0,4,good,13.360373803734433
0,3,good,13.38969469946383
0,4,good,13.399195063803017
0,3,good,13.41962565872786
0,1,good,13.424587625959402
0,4,good,13.44058129964797
0,3,good,13.45445012146875
0,1,good,13.491847816372543
0,0,good,13.515032681184312
0,2,good,13.574848501990289
0,3,good,13.615159690763914
0,2,good,13.61818101739491
0,4,good,13.649646788473541
0,2,good,13.68781780661363
0,4,good,13.68840907503138
0,0,good,13.70718996342321
0,2,good,13.710730033011165
0,4,good,13.71140108268686
0,3,good,13.713419930194773
0,2,good,13.722407950400022
0,4,good,13.751137330911307
0,3,good,13.77232441836019
0,2,good,13.784549998899038
0,2,good,13.795981138129656
0,1,good,13.798474685113545
0,2,good,13.809867759243827
0,3,good,13.818468629766771
0,3,good,13.853707088683965
0,2,good,13.883543292826769
0,3,good,13.917235937028991
0,4,good,13.923985538110143
0,3,good,13.92792920296818
0,0,good,13.964870267311786
0,0,good,16.994491193954605
0,0,good,17.03505590999089
0,1,good,17.130799881785194
0,2,good,17.149101245093156
0,2,good,17.18085208963102
0,2,good,17.2205733006429
0,0,good,22.93203786483426
0,1,good,23.00327983499366
0,0,good,23.015509891292336
0,1,good,23.04745942610982
0,1,good,23.083124387734017
0,1,good,23.105437494093284
0,4,good,23.124087714660256
0,4,good,23.160533543990745
0,2,good,23.27805470204967
0,3,good,23.33640043912569
0,1,good,23.360218177861526
0,1,good,23.374134199360554
0,4,good,23.379886670412876
0,1,good,23.443520617179207
0,2,good,23.463148859592998
0,4,good,23.50645474474098
0,3,good,23.521725740801124
0,1,good,23.53334394449185
0,0,good,23.693806423860163
0,2,good,23.813487939992196
0,0,good,23.821367252737833
0,1,good,23.875915332156783
0,4,good,23.878194121100147
0,3,good,23.884793546081355
0,0,good,23.92813575832755
0,2,good,23.930541764302774
0,0,good,23.932738875033223
0,0,good,23.980924491711704
0,2,good,23.98778623359201
0,2,good,23.98854079198951
0,0,good,23.98870741122962
0,4,good,24.040808606249318
0,1,good,24.044471779979904
0,2,good,24.091389306680025
0,2,good,24.123076450542346
0,1,good,24.13384375055559
0,1,good,24.17235679333645
0,4,good,24.281538057496736
0,2,good,24.319168870921416
0,3,good,24.34643276993686
0,2,good,24.380262233555992
0,4,good,24.400603290618392
0,4,good,24.415489428238917
0,3,good,24.41735036585992
0,1,good,24.420000049327037
0,0,good,24.42021179341738
0,4,good,24.442519011388555
0,1,good,24.47449726477854
0,1,good,24.52851430925271
0,2,good,24.541273682527912
0,4,good,24.58782482490728
0,1,good,24.598327532233768
0,2,good,24.599933636350993
0,3,good,24.656410663795683
0,3,good,24.66146598198596
0,3,good,24.66523623352159
0,0,good,24.678493225586205
0,3,good,24.683074172069258
0,1,good,24.700864280399507
0,1,good,24.70284465815492
0,2,good,24.7038309387323
0,0,good,24.70626521661106
0,4,good,24.707323137439616
0,4,good,24.72937801792036
0,0,good,24.737287517873927
0,4,good,24.749590142716407
0,4,good,24.755944060945186
0,3,good,24.759429271865184
0,0,good,24.76239260978486
0,2,good,24.764238344341585
0,0,good,24.76546852214117
0,4,good,24.770619998426923
0,4,good,24.771186816820126
0,1,good,24.77734562300555
0,2,good,24.785012234105878
0,0,good,24.79228227026999
0,1,good,24.793864659008133
0,2,good,24.796885648176314
0,2,good,24.798741087309214
0,3,good,24.81185565271137
0,4,good,24.815240400156252
0,1,good,24.81641711251211
0,4,good,24.82295208635021
0,1,good,24.830713936552943
0,3,good,24.831112331416676
0,2,good,24.83748917927823
0,2,good,24.83909901728837
0,2,good,24.842755726737156
0,4,good,24.846854130803553
0,2,good,24.848339719066836
0,1,good,24.854108838720734
0,0,good,24.855240528963
0,4,good,24.855698173424013
0,3,good,24.857177365729612
0,3,good,24.859218510758286
0,1,good,24.862337980654804
0,4,good,24.86658564643376
0,4,good,24.88559037274765
0,3,good,24.891992137325424
0,1,good,24.894320356011253
0,1,good,24.895886366603317
0,3,good,24.89603207576175
0,4,good,24.9175272543787
0,4,good,24.92368905270589
0,2,good,24.927526394425787
0,2,good,24.93333479202721
0,0,good,24.933536023286027
0,4,good,24.933990355115323
0,2,good,24.945983677482754
0,3,good,24.948802633250878
0,1,good,24.949857300800538
0,0,good,24.954326772136632
0,4,good,24.954980069854738
0,1,good,24.956265931092165
0,0,good,24.957913633771017
0,0,good,24.96075657797156
0,0,good,24.969127988819125
0,3,good,24.97274475077083
0,2,good,24.981677682235627
0,1,good,24.993085683774297
0,3,good,24.993233508543952
0,1,good,24.99350239494648
0,0,good,24.996614329205606
0,0,good,24.99749224801694
